TFAM_to_mtDNA_ratio,nucleoid_size_nm,nuclease_resistance_pct,cardiolipin_pct,OPA1_mimic_activity,MOF_cytosol_stability_min,MOF_IMS_dissolution_pct,fusogenic_LNP_score,TPP_density_molpct,ionizable_lipid_pct,particle_size_nm,zeta_potential_mV,cell_viability_pct,reporter_choice,endosomal_escape_pct,mitochondrial_accumulation_fc,OMM_fusion_pct,MOF_logic_score,IMM_content_mixing_pct,matrix_delivery_pct,reporter_signal_fc,persistence_half_life_h,M1_pass,M2_pass,M3_pass,M4_pass,M5_pass,M6_pass,overall_success,cluster,composite_score
1.1241785382528082,109.42642805621983,80.7776640704208,19.45744190786378,45.435894127794796,127.48630383655986,95.06048895954851,64.51290167834657,8.506413430576725,59.52336923812146,171.46110135344642,6.862833265477115,80.37975753453607,mtNanoLuc,48.06284914746633,16.02127821835773,58.717813978362166,24.921665697943563,60.30379176631942,71.81637909906365,17.554062691255197,49.18074592248257,1,1,1,1,1,1,1,3,0.631538128985146
0.9654339247072038,108.2602391762247,92.06637726966912,19.279515349696876,39.08871747830451,66.82982339782309,75.76233355007801,69.12167833344884,9.38607719999083,57.47751272726867,136.8460000157876,12.16012680804499,89.73963184427276,mCherry,68.3974337991822,15.454781523123994,64.68222290037298,39.78365236860961,50.53228365965492,49.81586954803057,13.49798876270087,44.657767408249995,1,0,1,1,1,1,0,0,0.6125879972665437
1.1619221345251731,121.20511644086815,56.6355051484645,11.22614096421991,80.92333496218994,92.51964587588888,41.999873470060955,61.544493395101036,5.3566540516430665,64.25164419607452,122.505276602561,14.071543929535745,68.39108257494101,mtNanoLuc,71.44518166619936,10.148889550997879,58.19184834151155,35.88777723801874,56.782851061603495,48.123446802619526,12.671301322010889,32.92769670305643,0,0,1,1,1,1,0,1,0.49578935894034504
1.3807574641020064,157.50173438560955,31.771634968173835,20.019458849791377,53.141762446219154,99.89136419605668,88.96480221632359,47.491874204429024,8.40492660852245,51.38932455778743,75.34841842514275,7.971732560506421,73.92492918966104,mtNanoLuc,36.964274166272276,15.110494648410086,49.66002726184872,63.789020988163756,63.365596179058905,54.77828075013426,13.315592831605786,24.654483953533386,0,0,1,1,1,1,0,1,0.4436239921886638
0.941461656319166,120.48272322488378,99.0,26.39697449093047,65.25478533374553,130.5604864122679,74.90222045002862,28.91655041419388,8.38023034906212,57.139267732731376,125.64731321632878,0.6918735485493737,88.92625852670395,mCherry,66.76025991154619,16.359930306368955,63.647241980711236,45.9693934615973,55.056035109307125,73.52172762838862,17.032040533313154,52.28795756694029,1,1,1,1,1,1,1,3,0.6991768726634874
0.9414657607627048,77.33803147166007,90.32365386794702,14.35460728553923,16.745654142711093,114.09573389651032,66.21129025683994,50.46813577052158,11.941482774459203,46.09661320148921,122.93474377775321,-0.0918210863250355,84.15272595801589,mCherry,57.96825503387628,16.91921670645457,45.67450509000173,83.78680298655404,39.935489054585915,63.66291334321724,14.034957727473529,38.80614306905959,1,1,1,0,1,1,0,0,0.5694932698033655
1.3948032038768479,157.82174949963348,31.691962664342412,28.290895906303554,71.5799006695128,99.472618801655,73.88563786127771,57.81081201421437,4.3815023140700635,49.92008284562947,108.18015901517796,7.705626390287421,90.71533186742168,sfGFP,50.40941473304724,10.009414935060875,52.588332402478606,98.10859272847983,76.70653220287709,45.8286003772552,8.570807421817527,25.094608309712203,0,0,1,1,1,1,0,1,0.4440057014233293
1.1918586822882271,105.85197619955986,51.9781642571621,24.92664892650603,62.06527945906157,91.17423936385487,82.4449661102594,48.69968365752841,12.933908627225406,53.81005507572707,153.21250472017238,10.122367783445378,77.97072023517171,mCherry,58.37684438833024,14.44943735669695,69.27120115738823,77.42103149958216,73.95408977441329,68.21173545435548,12.483781333296772,28.89953435898109,0,0,1,1,1,1,0,2,0.5988098374690762
0.882631403516262,113.15353925120407,89.82326580858977,17.594600068173772,19.23909992420882,95.45771012231947,48.445670121246415,87.95145297015003,10.37427255954199,43.05746888314121,138.24106908825527,-5.721669050725227,80.06130009597737,mCherry,54.7570947376149,15.475117232330412,71.88309083880287,55.03271614958128,32.65438414648747,54.21485933658574,13.560979247333046,47.67074967976449,1,1,1,0,1,1,0,0,0.5692640939495551
1.1356400108964912,125.06159960382003,63.771315665573155,21.150822175972916,71.36384574281658,83.17046057557152,54.98667619463178,64.97513155378388,9.914085667622592,48.61729742049403,159.93874717434096,23.08425640452066,96.76968642983964,mCherry,49.37698447051148,21.925414555848835,74.0732421391162,60.149528496262285,77.08577030893564,70.14110829804659,14.68452291251497,44.019894314325114,0,0,1,1,1,1,0,3,0.6904876531017491
